coffee_town,cups_of_coffee,age,job,smoke
1,0,11.197707105067245,none,never
1,0,10.239099799282695,none,never
0,0,14.874338706552388,none,never
1,0,12.670124380344701,none,never
0,0,14.003316054894873,none,never
1,0,14.223023972454993,none,never
0,0,12.231437161435784,none,never
1,0,12.293993801544495,none,never
0,0,13.594464154628504,none,never
0,0,17.534260989719613,easy,never
1,0,9.429299598710713,none,never
1,0,15.781838562885264,none,never
0,0,14.998851113640555,none,never
0,0,17.189299511829088,hard,never
1,0,13.087448229097099,none,never
0,0,15.110056429748864,none,never
0,0,14.801296372316694,none,never
1,0,12.372439907025049,none,never
0,0,17.623603417949518,easy,never
0,0,17.481207847084853,easy,never
0,0,16.100640948544996,easy,never
0,1,18.760500363622537,easy,never
1,0,15.675459276695912,none,never
1,0,10.170223374625891,none,never
0,0,12.28020375728934,none,never
0,0,10.326162155304932,none,never
1,0,12.579798090682065,none,never
0,2,36.277799936655256,easy,current
0,2,40.252695238865414,hard,never
0,2,34.534470108685326,easy,never
0,3,40.94817263442445,easy,never
0,2,36.07249213648709,hard,never
1,4,50.603723616235875,easy,never
0,3,44.300244856103234,easy,former
0,3,45.46104537697136,hard,never
0,3,42.305112146958066,easy,never
0,4,50.09305648311651,hard,former
0,2,36.18558127630614,easy,never
0,2,37.230131617836605,easy,never
0,4,48.593693431249974,easy,never
0,2,36.0958218801378,easy,former
0,2,38.75571553838821,easy,never
0,2,37.6431524233481,easy,never
0,2,38.08004278870896,easy,never
0,2,38.32532018214064,easy,never
0,3,42.965129987606964,easy,never
0,2,38.93601710638236,easy,never
0,2,36.96425522731445,easy,current
0,3,48.05823295102247,hard,former
0,2,38.712523548718785,hard,never
0,2,38.922660819739676,easy,never
0,2,39.39885555271863,easy,never
0,3,44.275997842308435,easy,never
0,2,39.55861357524204,easy,former
0,2,39.774194971197716,easy,never
0,2,35.910037127466055,easy,never
0,2,38.05437836652209,hard,never
0,2,40.36096264260709,easy,never
0,2,36.466633082442016,easy,current
0,3,43.188977155795435,hard,never
0,1,30.889635509279277,easy,never
0,3,41.83934716473859,easy,former
0,1,30.78130105877448,hard,never
0,2,38.19414323898034,easy,never
0,2,36.83032057332996,easy,never
0,2,36.08743131591401,easy,never
0,2,39.65861933291564,easy,never
0,1,28.513843445919928,easy,never
0,3,47.059499872111374,easy,former
0,1,30.01016538272798,easy,never
0,2,37.21881759116569,none,never
0,2,33.30447936974293,easy,current
0,2,35.495085992839314,hard,never
1,4,52.52299927377008,hard,never
0,2,40.10437371815951,easy,former
0,2,32.282196817394045,hard,never
0,1,30.15636679348853,hard,never
0,3,42.70112260763593,hard,never
0,2,39.88864100371217,hard,never
0,2,38.09158975273694,easy,current
0,2,34.42382711527779,hard,former
0,1,31.07523813915109,hard,never
0,2,33.54884622030592,easy,never
0,3,46.00017282228349,easy,never
0,2,36.27239983121906,hard,never
0,2,31.69343891569305,easy,never
0,4,51.21574373454148,easy,never
0,3,42.55060226423468,none,current
0,2,38.568117394521806,easy,never
0,3,46.35089829225412,easy,never
0,3,45.318535908249615,easy,never
0,2,36.28454171061312,easy,never
1,4,53.2366147872428,easy,never
0,2,38.46983781915391,easy,never
0,1,31.45303209872315,easy,never
0,2,39.13360238827468,hard,never
0,3,41.245230035394066,easy,never
1,4,53.847870394356164,none,never
0,2,40.63481420736227,easy,never
0,3,42.74199283254048,easy,former
0,2,39.53708238786081,easy,never
0,2,37.99599494580073,easy,never
0,2,39.791643830132344,easy,never
0,3,44.72583763378097,none,never
1,4,52.45147005191371,none,never
0,3,46.16435463258261,easy,never
0,3,47.247450390320225,easy,current
0,2,32.61205947065174,hard,current
0,3,45.90337342032028,easy,never
0,3,41.319548821963906,easy,never
0,1,31.196499825446544,easy,never
0,3,43.12613645588883,easy,never
0,2,39.047472371703904,hard,never
0,4,48.787523871818784,hard,never
0,2,35.40350800237201,easy,current
0,2,37.41872947642872,easy,never
0,2,34.44334301573538,easy,never
0,2,38.93737623138076,easy,never
0,3,42.41207067691803,easy,never
0,2,35.60951096128236,easy,never
0,3,44.982239007890044,easy,never
0,2,32.75150328217321,easy,never
0,2,33.71209352315355,easy,never
0,4,48.646946241065685,easy,never
0,2,33.904915208172106,easy,never
0,3,42.47184827390509,easy,never
0,2,37.71354369334648,easy,never
0,3,42.4564110379056,easy,never
0,4,50.13323971722428,easy,never
0,4,49.51953060065182,none,never
0,2,38.0145531959034,hard,never
0,1,26.288586788245198,easy,never
1,5,54.985969539004984,easy,never
0,3,44.00239700059296,easy,never
0,3,43.2479640157822,hard,never
0,2,39.919602861124545,hard,never
0,3,43.06065053771756,easy,never
0,2,39.013745009382,hard,never
0,3,42.524167859527076,hard,never
0,2,37.598519536134134,easy,never
0,2,31.778752734715237,easy,never
0,3,45.92702960472927,easy,never
0,4,49.118470152997276,easy,never
0,2,38.14755658464632,hard,never
0,2,32.48026146635385,easy,current
0,3,43.85344783406694,hard,never
0,2,39.731745178636125,easy,never
0,1,29.60068955905097,easy,never
0,2,40.01279115808162,easy,never
0,2,36.21819799643112,hard,never
0,2,37.95418852083757,easy,never
0,2,33.06056582418488,easy,never
1,4,50.8188514475048,easy,never
0,2,38.013207781652675,easy,never
0,1,30.366919526481535,easy,former
0,3,41.18316063243689,hard,never
0,3,41.579053878432845,easy,never
0,2,34.085039797544255,hard,never
0,1,22.66647596992273,easy,former
0,2,36.15710978460931,hard,never
0,3,43.423045815522904,easy,never
0,2,39.64166034374434,easy,never
0,2,39.4109275359686,hard,never
0,3,43.3649243717207,hard,never
0,2,32.88124816852316,easy,never
0,3,46.58066226564546,easy,never
0,2,39.96793583033101,hard,never
0,3,44.24386400438847,easy,never
0,3,46.20464640842477,easy,never
0,3,41.340882489491825,none,never
0,2,34.72775432280389,easy,never
0,3,46.97778733580398,easy,never
0,1,27.999010331287145,hard,never
0,2,36.73125555998965,easy,never
0,2,38.46597574505807,hard,never
0,2,39.003273779409966,easy,never
0,3,46.122783452704645,easy,never
0,2,40.81733135861666,easy,never
0,3,42.44300562054302,hard,never
0,2,39.582071121922574,easy,never
0,2,38.51401395028402,hard,never
0,3,44.173304839717844,easy,never
0,3,46.877370143294804,easy,never
0,1,25.58142271064877,none,never
0,3,43.43643733147504,hard,never
0,3,42.24834644067193,easy,never
0,2,37.44839367066354,easy,never
0,3,45.7060768454609,easy,never
0,2,37.66457690968973,easy,never
0,2,38.29401602920256,hard,never
0,3,45.14445866847882,easy,never
1,4,50.31776379472361,easy,never
0,3,41.62032940562337,easy,never
0,2,37.46689594127416,easy,never
0,2,32.86532023084249,hard,never
0,2,38.01380212672594,easy,never
0,2,34.361024040939874,easy,never
0,2,38.44640450128729,hard,never
0,3,42.366275009329435,easy,never
0,2,34.88885744785682,easy,never
1,5,55.89500128656928,easy,never
0,3,40.93607005399048,easy,never
0,3,46.78124360472965,easy,never
0,1,26.265256120959368,easy,never
0,3,44.446006943172634,easy,never
0,2,32.10252903729063,easy,never
0,3,45.518822065654845,easy,never
0,3,42.38878093271174,easy,never
0,2,37.55482852438137,easy,never
0,3,47.945551781063635,none,never
0,2,35.792609984518485,easy,never
0,2,36.51631417455678,easy,never
0,2,33.99356691384749,easy,never
0,2,35.99092835947964,easy,current
0,3,45.67110972023849,easy,never
0,3,42.602212897270974,easy,never
0,3,46.03095530606226,easy,never
0,2,37.65928801567793,easy,former
0,3,42.25822175064789,easy,former
0,3,41.464989546918964,hard,never
0,1,31.442455945704772,easy,never
1,4,50.67057572485271,easy,current
0,2,40.80668596560206,none,never
0,3,44.593593994947184,easy,never
0,3,45.73082006145389,hard,never
0,2,39.69660579134638,easy,never
0,2,38.165107481398174,easy,never
0,3,45.36204221455308,easy,never
0,2,33.716211105632226,easy,never
1,4,51.82802431734491,hard,never
0,2,37.69820736226983,easy,never
1,4,49.924871813649936,none,never
0,4,49.07327616370378,easy,never
0,2,40.497794401515485,hard,current
0,3,43.403325489108994,easy,never
0,2,33.852709122793236,easy,never
0,3,41.93803901813462,easy,never
0,3,46.2616747501371,easy,former
0,2,40.59447092138319,easy,never
0,2,37.275178545073835,easy,never
0,2,36.06530888529736,none,never
0,2,39.78446546426493,easy,current
0,3,46.414968764060774,easy,never
0,2,37.09615041819234,easy,never
0,2,39.27393933203534,none,never
0,2,32.23515997707496,easy,never
0,3,42.96587701608914,hard,never
0,3,47.84740912068487,easy,never
0,4,48.9822460564167,easy,current
0,3,44.88821638538414,easy,never
0,1,28.781267258784325,easy,never
0,3,42.89217702474256,easy,never
0,3,42.73681361980721,easy,never
0,2,37.879598285020535,easy,never
0,3,41.02293682568789,hard,current
0,2,34.81578427523858,easy,never
0,3,44.07538464409394,hard,never
0,2,38.03739391208137,easy,current
0,1,30.585506889136287,easy,former
0,2,37.79529546297711,easy,never
0,3,48.18660957441909,easy,never
0,2,37.99431181161302,easy,never
0,3,44.396500253254615,hard,current
0,3,45.67951384118672,easy,never
0,2,40.02639222595825,hard,never
0,2,37.88606616670091,hard,never
0,2,36.82182694519898,easy,never
0,3,44.43753535344878,hard,never
0,2,33.61925550710313,easy,never
0,3,41.4772650612184,hard,never
0,2,38.26300380061413,easy,never
0,1,26.410663861072337,none,never
0,1,31.546897263560837,easy,never
0,3,45.49611597275544,easy,never
0,2,38.8523262967888,easy,never
0,3,44.819699296801886,none,former
1,4,51.324846779851626,easy,never
1,4,48.843287086654826,hard,never
0,3,44.06361095387799,easy,never
0,3,42.279776119400466,easy,never
0,2,38.84320944125599,hard,never
1,4,49.467350769426396,easy,current
0,3,43.577404655910726,hard,never
0,2,32.95853835477185,easy,never
0,2,39.06614479065809,easy,never
0,1,28.486541078380956,easy,never
0,2,38.82844692333618,easy,current
0,1,24.44603398032408,easy,never
0,3,47.88401300318832,easy,never
0,2,36.18674199380719,hard,never
0,2,37.420126967834875,easy,never
0,2,38.984090006188225,none,never
0,3,43.67330904393477,hard,never
0,3,44.0700410633362,none,current
0,3,43.40771183483003,easy,never
0,2,36.564744376443244,easy,never
0,2,31.82025246232996,easy,never
0,2,37.66766653397259,easy,never
0,3,41.667484794703256,easy,never
0,2,35.06151327056785,easy,former
0,2,39.58695439312921,easy,former
0,2,32.994026043221204,hard,never
0,2,39.95014591470636,none,never
0,2,40.77313240958443,hard,never
0,2,39.124746229233985,none,never
0,2,39.016534259583594,easy,never
0,4,50.58131201670953,easy,never
0,3,44.57551907450991,hard,former
0,3,46.6685864843838,easy,former
0,2,34.460758283021015,easy,never
0,3,40.98605103056774,easy,former
0,3,46.92895112258364,easy,never
0,2,39.660871452841064,easy,never
0,1,27.223836110592092,hard,never
0,3,42.06907457259673,easy,current
0,1,28.57026732648682,none,never
0,2,35.132979081158695,easy,never
0,3,47.94402592779761,easy,never
0,3,43.69382109581605,easy,never
0,3,46.55001373321217,easy,never
0,3,41.839629169081796,easy,never
0,2,39.33904742510286,easy,never
0,2,34.4541233612363,easy,never
0,4,49.55748252231517,easy,never
0,2,40.27006358873128,easy,never
0,2,35.7092295959927,easy,never
0,3,45.19133859830283,easy,never
0,3,46.446645749667404,easy,never
1,4,51.373928645191484,easy,never
0,2,36.38201617836943,hard,former
0,2,37.654793075661175,easy,never
0,2,37.50266781081885,easy,never
0,2,37.74605546307765,easy,never
0,2,37.80021432578585,easy,never
0,2,38.22593528379468,easy,never
0,4,48.650922461199215,hard,never
0,2,35.814770248521754,easy,never
0,2,37.67099496447184,easy,never
0,3,43.915218713029105,hard,never
0,3,46.748634679210774,easy,never
0,2,35.36733518185643,easy,never
0,2,36.95148270317028,easy,never
0,3,43.1417235429881,easy,never
0,3,46.10652535922782,easy,never
0,2,38.49301247147213,easy,never
0,1,31.42003931566834,easy,never
0,4,50.25472619260529,easy,never
0,4,48.61041743386975,easy,never
0,2,35.73777312490072,easy,never
0,2,39.6095945580665,hard,never
0,1,29.44318758780441,easy,never
0,3,43.41833783091461,easy,never
0,4,49.674080789210706,easy,never
0,1,30.1763161173717,easy,never
0,2,35.32258892078952,easy,never
0,2,36.15293839749662,easy,never
0,2,35.91321163857307,easy,never
0,1,27.800286426292303,easy,never
0,3,43.00578135548744,hard,never
0,1,30.809211160205543,easy,never
0,2,39.85001416433042,easy,current
0,3,43.557908326151754,hard,never
0,2,38.81082747109216,easy,never
0,3,45.352050354841154,easy,never
0,2,39.845709574491075,easy,never
0,2,36.11403729648601,hard,never
0,3,43.878156490207836,hard,never
0,2,37.39700355982247,easy,never
1,4,50.635667109871015,easy,never
0,2,39.89044173302194,hard,never
0,3,45.116889961603185,easy,never
0,3,41.23097741946416,easy,never
0,1,21.951708406477117,none,current
0,2,31.803328412026097,easy,never
0,2,37.45538643913113,easy,never
0,3,41.42082198247335,easy,never
0,1,25.943661277846243,easy,never
0,3,45.77017980028427,easy,never
0,2,36.37344559687336,easy,never
0,2,35.48273632382252,hard,never
0,1,30.666330444734527,easy,never
0,1,31.276637571993653,easy,never
0,2,40.33799101632646,easy,never
0,3,43.05621644004335,easy,never
0,1,27.412702241294205,easy,never
0,2,33.97382812330399,easy,former
0,3,43.21463033351555,easy,never
0,2,37.28177749210049,easy,never
1,4,52.99221101090358,easy,former
0,3,47.47448003648863,easy,never
0,3,43.57298820441758,easy,never
0,2,40.02930669722913,easy,former
0,3,41.676164692331554,hard,never
0,2,35.76456324839424,easy,never
0,3,43.768102917743505,hard,never
0,4,48.88128376051422,easy,never
0,3,46.5005794604997,none,never
0,2,35.120534460015456,easy,never
0,1,30.28673890465847,hard,never
0,2,39.342065803070554,easy,never
0,3,42.645336225501865,easy,never
0,3,48.10596387885158,hard,never
0,2,32.08834309279862,easy,never
0,3,42.18630755564469,easy,never
0,3,41.40099901053111,easy,current
0,3,47.16373156755431,easy,never
0,2,39.83254016722253,easy,never
0,2,37.85620687297448,easy,never
0,2,33.1191151832898,easy,never
0,2,36.89547709843826,easy,never
0,2,37.82725736453037,easy,never
1,4,54.10332595473463,easy,never
1,4,54.679188254199744,hard,never
0,2,38.99978032309434,hard,never
0,2,33.73799536562868,easy,never
0,1,28.162390395551963,hard,never
0,3,43.08802980062818,easy,former
0,2,33.456558497590855,hard,never
1,4,53.70795595326618,easy,never
0,2,34.68629456405225,easy,never
0,2,40.666638578474334,easy,never
1,6,62.86166008426399,easy,never
0,2,33.34654001234048,hard,never
0,3,41.84539974652872,easy,never
0,2,33.35863316664902,easy,current
0,3,42.08592189293176,easy,never
0,2,34.760412789627736,hard,former
0,2,40.463818736421544,easy,never
0,2,38.21878814706027,easy,never
0,2,32.900546557403985,hard,never
0,2,40.0677561305434,easy,never
0,3,45.9496062163562,easy,never
1,4,49.56380472342242,easy,never
0,2,31.763732374424983,easy,never
0,2,38.50233440174608,hard,current
0,3,46.956547161133315,easy,never
0,2,33.31466591293842,easy,never
0,1,24.82899586689767,easy,never
0,2,34.384584648920125,easy,never
0,2,34.19656325238661,easy,never
0,2,40.28493155396678,easy,never
0,2,37.5775792390118,easy,never
0,3,41.388976769467796,easy,never
0,2,37.46576555243953,easy,never
0,3,42.24471036817179,none,never
0,2,37.80396535001791,easy,never
0,3,47.14060867912637,easy,former
0,2,35.57603484845663,easy,never
0,3,41.7439998726356,hard,never
0,2,34.69090259029327,easy,never
0,3,41.24803887322499,easy,never
0,2,39.713618965128845,easy,never
0,1,29.892876123168445,hard,never
0,2,39.134640660286294,easy,never
0,3,47.08128199301589,easy,never
0,3,44.08839953919703,none,never
0,3,40.85948578532531,easy,former
0,2,32.8461013377225,easy,never
0,3,47.01537191673453,easy,never
0,2,40.47521025367223,easy,never
0,2,37.28935748338794,easy,never
0,4,49.85216927680463,easy,never
0,2,35.38244607040289,easy,never
0,3,41.820165764547085,easy,never
0,3,47.69042452710109,easy,never
0,3,43.613336771022574,easy,never
0,2,38.157866412778986,easy,former
0,2,37.489491379464155,easy,never
0,3,42.130813180276505,hard,never
0,3,43.08088668759734,easy,never
0,2,40.11164440197244,easy,never
1,3,47.91069383354007,hard,never
0,2,39.60500800097108,easy,never
0,2,35.79822353009378,hard,current
0,3,43.223956789128046,easy,never
0,1,26.78930606587649,hard,never
0,3,42.351842462790465,easy,never
0,3,42.98176571454231,easy,never
0,2,38.65075170742059,hard,never
0,2,33.297141008008694,hard,never
0,2,37.63003238011674,easy,never
1,4,49.29898205341784,easy,never
0,2,35.538913121208004,easy,never
0,1,26.009727293622564,hard,never
0,3,44.873472653255284,easy,never
0,2,36.99213605679189,easy,never
0,2,36.93468060428586,easy,never
0,2,32.70781575306994,easy,never
0,2,39.86464822991667,easy,never
0,3,44.20743580257824,easy,never
0,2,36.475107846461206,easy,former
0,2,36.35963235148726,easy,never
0,3,46.57984129000176,hard,never
0,2,38.51494193751822,easy,never
0,2,39.04058972006052,easy,never
0,2,36.24533049558955,easy,never
0,3,45.40260781360143,easy,never
0,2,34.03483822440265,easy,never
0,3,45.095502315282175,easy,never
0,3,44.83421373385862,easy,never
0,2,37.19439438405268,easy,never
0,3,45.09052188234006,easy,former
0,3,45.9206191815761,easy,never
0,3,43.45372173111616,hard,never
1,4,52.14905227250901,easy,never
0,1,28.22588085264976,easy,never
0,2,33.010474416174475,hard,never
0,2,31.740884717614993,easy,never
0,3,41.0060796068186,easy,never
1,4,49.507774474958296,easy,never
1,4,50.06733371785749,hard,never
0,3,42.92978019036973,easy,never
0,3,45.272039575361944,hard,never
0,2,39.13075075582071,hard,never
0,3,42.81383056044525,easy,never
0,3,42.2574128627769,easy,never
0,2,35.43375834966112,easy,never
0,2,38.24023039749481,easy,never
0,2,39.190952413554896,none,never
1,4,48.36307489703812,easy,never
0,2,33.77806786181024,easy,never
0,1,27.31398911317805,hard,never
0,3,44.60966930922639,easy,never
0,2,35.103036275479084,easy,never
0,2,37.38335846103656,hard,never
0,3,45.428230187696855,hard,never
0,2,35.4214824127101,easy,never
0,2,37.953598122173176,hard,never
1,4,49.01454720540752,easy,never
0,3,43.1698462738984,easy,never
0,3,43.25314813278585,easy,never
0,2,39.17995986569274,easy,never
0,2,33.17959688018361,none,never
0,1,31.02023707386524,easy,never
0,2,38.659686138660426,easy,never
1,4,52.01031536663726,easy,never
0,3,41.33022289728173,easy,never
0,3,40.986237455478324,easy,never
0,3,41.995741653100055,easy,never
0,2,37.68875200545141,easy,former
0,1,31.60747584065264,none,never
1,5,56.05444477511091,easy,never
0,2,37.457883467908104,easy,never
0,2,38.20839092840161,easy,current
0,1,29.24594963888215,easy,never
0,2,38.51195064959141,easy,current
0,2,38.51617648975237,easy,never
0,2,38.46693772884193,hard,never
0,1,29.278371399444595,easy,never
1,4,50.707976896148566,easy,never
1,4,50.5815180864753,easy,never
0,3,44.13760133160457,easy,never
0,2,33.395556133456466,easy,never
0,3,44.28705614138687,easy,never
0,2,38.52117809839587,none,never
0,2,38.08128300443677,easy,never
0,3,48.1758657577282,easy,never
0,2,32.632704460103916,easy,never
0,2,36.93268460349716,easy,current
0,2,35.61283000561022,easy,never
0,2,40.11851204126074,easy,never
0,1,30.562816511740067,hard,never
0,2,35.78000038103027,easy,never
0,3,44.29559253344599,hard,never
0,3,42.791289438538655,none,never
0,2,34.15658616157425,hard,current
0,3,43.35530638281,easy,never
0,1,25.404161527566004,hard,never
0,2,37.95709043978713,easy,never
0,3,44.2781991691014,easy,never
0,2,36.04577568106523,easy,never
0,2,39.781584264601086,none,never
0,1,30.44028219083856,easy,never
0,3,45.08675678348662,none,never
0,1,28.89766690803632,easy,never
0,2,38.058096209858114,hard,never
0,2,38.468511324980966,easy,never
0,2,40.3655273638405,easy,never
0,2,35.05905022588673,hard,never
1,4,50.97838290901621,easy,former
0,1,31.420502705310987,easy,never
0,3,41.52482285802751,easy,never
0,1,22.361357827984108,easy,never
0,2,40.01449485366085,easy,never
0,3,43.05799342757162,easy,current
0,2,33.49167999331623,easy,never
0,3,44.2289978612654,easy,never
0,3,41.98585809996527,easy,never
0,3,45.85796483785823,easy,never
0,2,34.93996071760759,hard,never
0,2,34.176520570822525,easy,never
0,1,29.370811908142414,none,never
0,2,38.06517795012431,easy,never
0,2,31.967195545872997,hard,never
0,3,44.128936168876336,easy,never
0,2,40.42768391350347,hard,never
1,4,53.138514155675075,easy,never
0,2,33.05375440419113,easy,never
0,3,47.09012838455399,hard,never
0,2,36.83578983035093,none,never
0,1,31.26023193213546,easy,never
0,3,43.437804222959,easy,former
0,1,31.39973377196676,easy,never
0,2,33.668889888841,hard,never
0,2,35.601328735468286,easy,never
0,3,41.26544358550779,hard,former
0,2,34.00647563763394,easy,never
0,3,46.46710193923374,easy,never
0,2,32.806153704952756,easy,never
0,3,41.299822211108264,easy,never
0,3,40.858522178733566,easy,never
0,2,33.605499453682114,easy,never
0,2,37.42825953578932,easy,never
0,2,36.06292313937192,easy,never
0,3,45.756365961145676,easy,never
1,4,49.33631581661333,easy,never
0,2,33.75522139727052,easy,never
0,3,45.58343445124148,easy,never
0,2,39.54732441392685,hard,never
0,1,28.19682790569424,hard,never
0,2,35.464578144128836,easy,never
0,3,42.76689496304057,easy,never
0,3,40.87063978628723,easy,never
0,1,25.346132073511463,easy,never
0,3,43.48191211270944,hard,never
0,3,43.93031199092047,easy,never
0,2,38.17294697644349,none,never
0,2,35.75459060429622,easy,never
0,4,51.829432086869375,easy,never
0,2,39.460007916113504,easy,never
0,2,39.91589648840846,easy,never
0,2,33.25925837733908,easy,current
0,2,31.935219259742762,easy,never
0,1,30.861065373627472,easy,never
0,2,37.468190737706955,easy,never
0,3,48.1655467844859,easy,never
1,4,50.52276907200923,easy,never
0,4,49.41018840611673,easy,never
0,3,47.78053341968649,easy,never
0,2,38.57442249133833,easy,never
0,2,32.655099185915766,easy,never
0,2,38.03312391915957,hard,never
0,1,25.525298342366497,none,never
0,2,38.11724275933966,easy,never
1,4,49.959272227874294,easy,never
0,3,40.7857186036451,hard,never
0,3,46.57533209613751,easy,never
0,3,42.93604574166348,easy,never
0,2,35.326538227308085,easy,never
1,4,50.46135611757611,easy,never
0,2,39.529676288013604,hard,never
0,2,34.14667724486471,easy,never
0,2,40.42395894843141,hard,never
0,1,30.88840282706083,easy,never
0,3,45.18267419674791,easy,never
0,3,43.009410312186205,easy,never
0,2,37.871312022118076,easy,never
0,2,37.06942667445286,none,current
0,3,45.61776368375619,hard,former
0,2,33.62554968146715,easy,never
0,2,34.09707476977367,easy,never
0,3,42.54548726212047,hard,never
0,2,37.29211911668419,easy,never
0,3,45.55050878034341,easy,never
0,2,38.80827514112612,easy,never
0,3,47.169106101402384,easy,current
0,3,42.97326823108091,easy,never
0,1,26.529084555442168,easy,never
0,2,31.987771837490683,none,never
0,3,47.69665123706616,easy,never
0,3,44.14477542504227,easy,never
0,2,34.19762399285015,easy,never
0,2,31.925237889879355,easy,former
0,3,46.20199233589439,easy,never
0,2,35.12934124202168,hard,never
1,4,50.81035287170904,hard,former
0,4,50.62925176227644,easy,never
0,1,31.271851781185653,easy,never
0,2,34.926074124546176,easy,never
0,2,32.49712204405491,none,never
0,3,44.00372840742506,easy,never
0,2,32.25538187417422,easy,never
0,1,27.789978769186565,easy,never
1,4,52.128081966955094,easy,never
0,3,46.03584092567303,easy,never
0,3,44.90274160735001,easy,never
0,2,36.01607029853654,easy,never
0,2,39.93231261249762,easy,never
0,3,43.718063537258764,easy,never
0,2,32.31256754821479,easy,never
0,2,39.25443204174371,easy,never
0,3,41.05444992701063,easy,never
1,4,50.156642766836285,hard,never
0,3,43.8527963032416,easy,never
0,3,47.69339819409525,easy,never
0,3,40.8432818412843,hard,current
0,2,33.324983900916585,easy,never
0,2,37.96193816822861,easy,never
0,1,30.011412164425153,easy,former
0,3,45.573110570321624,hard,former
0,4,48.50096100829467,hard,never
0,2,39.623675334237916,easy,never
0,2,34.11458598341277,hard,never
0,3,46.522901507422034,easy,never
0,3,40.835962159364115,easy,never
0,2,37.682367413957294,easy,never
0,3,46.7415125390801,easy,never
0,2,35.44092605585444,easy,never
0,3,46.89375461937421,easy,never
0,2,34.9451424463795,easy,never
0,3,42.34848004235661,hard,never
0,3,45.34826345391183,easy,never
0,2,31.98844772467405,easy,former
0,3,42.3887408670096,hard,never
0,2,39.330479182307045,easy,never
0,3,44.05446349985372,hard,never
0,2,35.268412387724695,hard,never
0,2,39.47808199565504,easy,former
0,3,48.293704046534735,easy,never
0,3,41.010940982848155,easy,never
0,3,44.93914568965071,easy,never
0,2,38.67463241430135,none,former
0,2,33.82365007171173,easy,former
0,2,39.93444585491723,easy,never
0,2,32.65005306735536,easy,never
0,1,24.423331669300175,easy,never
0,3,47.01473555194892,easy,never
0,2,33.47854709813542,hard,current
0,1,29.043501924121514,easy,former
0,3,45.9716908437554,easy,never
0,2,39.92882931141557,easy,never
0,2,36.40222963149034,hard,never
0,2,38.93231208038737,hard,current
0,2,37.44411194918619,easy,never
0,3,45.979952658730426,easy,never
0,3,44.36596425100919,easy,never
0,1,29.64021642481896,none,never
0,3,42.1203909738505,easy,never
0,3,44.36088199539734,easy,never
0,3,44.00956585586023,hard,never
0,1,25.45409614429472,hard,never
0,2,38.58785544990834,hard,never
1,4,51.87779992550777,easy,never
0,3,44.78076723183719,easy,never
0,1,29.744342916124815,easy,never
0,1,30.01798772869938,easy,never
0,3,42.9466573138933,hard,never
0,2,38.95566708656629,easy,current
0,3,45.7677433832649,easy,never
0,3,41.76295997006384,easy,never
0,2,40.48599618105502,easy,never
0,3,41.10197105679568,easy,never
0,3,40.997530212347975,easy,never
0,2,32.382405602714485,easy,never
